state,year,quarter,district,registered_users,app_opens
andhra-pradesh,2024,4,"eluru district",1099358,61712408
andhra-pradesh,2024,4,"chittoor district",981212,67779596
arunachal-pradesh,2018,1,"lower subansiri district",498,0
arunachal-pradesh,2018,1,"tirap district",557,0
arunachal-pradesh,2018,1,"papum pare district",7649,0
arunachal-pradesh,2018,1,"anjaw district",278,0
arunachal-pradesh,2018,1,"lower siang district",270,0
arunachal-pradesh,2018,1,"dibang valley district",66,0
arunachal-pradesh,2018,1,"west kameng district",2202,0
arunachal-pradesh,2018,1,"shi yomi district",49,0
arunachal-pradesh,2018,1,"east kameng district",222,0
arunachal-pradesh,2018,1,"lohit district",1207,0
arunachal-pradesh,2018,1,"lepa rada district",210,0
arunachal-pradesh,2018,1,"lower dibang valley district",601,0
arunachal-pradesh,2018,1,"longding district",256,0
arunachal-pradesh,2018,1,"west siang district",846,0
arunachal-pradesh,2018,1,"kamle district",22,0
arunachal-pradesh,2018,1,"upper siang district",301,0
arunachal-pradesh,2018,1,"kurung kumey district",97,0
arunachal-pradesh,2018,1,"siang district",192,0
arunachal-pradesh,2018,1,"kra daadi district",88,0
arunachal-pradesh,2018,1,"changlang district",1208,0
arunachal-pradesh,2018,1,"pakke kessang district",39,0
arunachal-pradesh,2018,1,"east siang district",1803,0
arunachal-pradesh,2018,1,"upper subansiri district",572,0
arunachal-pradesh,2018,1,"tawang district",1525,0
arunachal-pradesh,2018,1,"namsai district",737,0
arunachal-pradesh,2018,2,"lower subansiri district",724,0
arunachal-pradesh,2018,2,"tirap district",856,0
arunachal-pradesh,2018,2,"papum pare district",11418,0
arunachal-pradesh,2018,2,"anjaw district",410,0
arunachal-pradesh,2018,2,"lower siang district",494,0
arunachal-pradesh,2018,2,"dibang valley district",112,0
arunachal-pradesh,2018,2,"west kameng district",3442,0
arunachal-pradesh,2018,2,"shi yomi district",80,0
arunachal-pradesh,2018,2,"east kameng district",343,0
arunachal-pradesh,2018,2,"lohit district",1898,0
arunachal-pradesh,2018,2,"lepa rada district",318,0
arunachal-pradesh,2018,2,"lower dibang valley district",893,0
arunachal-pradesh,2018,2,"longding district",412,0
arunachal-pradesh,2018,2,"west siang district",1224,0
arunachal-pradesh,2018,2,"kamle district",37,0
arunachal-pradesh,2018,2,"upper siang district",481,0
arunachal-pradesh,2018,2,"kurung kumey district",153,0
arunachal-pradesh,2018,2,"siang district",293,0
arunachal-pradesh,2018,2,"kra daadi district",144,0
arunachal-pradesh,2018,2,"changlang district",2014,0
arunachal-pradesh,2018,2,"pakke kessang district",66,0
arunachal-pradesh,2018,2,"east siang district",2646,0
arunachal-pradesh,2018,2,"upper subansiri district",883,0
arunachal-pradesh,2018,2,"tawang district",2266,0
arunachal-pradesh,2018,2,"namsai district",1276,0
arunachal-pradesh,2018,3,"lower subansiri district",1033,0
arunachal-pradesh,2018,3,"tirap district",1226,0
arunachal-pradesh,2018,3,"papum pare district",16009,0
arunachal-pradesh,2018,3,"anjaw district",542,0
arunachal-pradesh,2018,3,"lower siang district",717,0
arunachal-pradesh,2018,3,"dibang valley district",145,0
arunachal-pradesh,2018,3,"west kameng district",4765,0
arunachal-pradesh,2018,3,"shi yomi district",118,0
arunachal-pradesh,2018,3,"east kameng district",521,0
arunachal-pradesh,2018,3,"lohit district",2612,0
arunachal-pradesh,2018,3,"lepa rada district",431,0
arunachal-pradesh,2018,3,"lower dibang valley district",1286,0
arunachal-pradesh,2018,3,"longding district",644,0
arunachal-pradesh,2018,3,"west siang district",1652,0
arunachal-pradesh,2018,3,"kamle district",65,0
arunachal-pradesh,2018,3,"upper siang district",646,0
arunachal-pradesh,2018,3,"kurung kumey district",222,0
arunachal-pradesh,2018,3,"siang district",373,0
arunachal-pradesh,2018,3,"kra daadi district",190,0
arunachal-pradesh,2018,3,"changlang district",2889,0
arunachal-pradesh,2018,3,"pakke kessang district",103,0
arunachal-pradesh,2018,3,"east siang district",3590,0
arunachal-pradesh,2018,3,"upper subansiri district",1169,0
arunachal-pradesh,2018,3,"tawang district",3112,0
arunachal-pradesh,2018,3,"namsai district",1862,0
arunachal-pradesh,2018,4,"lower subansiri district",1459,0
arunachal-pradesh,2018,4,"tirap district",1684,0
arunachal-pradesh,2018,4,"papum pare district",21342,0
arunachal-pradesh,2018,4,"anjaw district",744,0
arunachal-pradesh,2018,4,"lower siang district",936,0
arunachal-pradesh,2018,4,"dibang valley district",178,0
arunachal-pradesh,2018,4,"west kameng district",6492,0
arunachal-pradesh,2018,4,"shi yomi district",144,0
arunachal-pradesh,2018,4,"east kameng district",691,0
arunachal-pradesh,2018,4,"lohit district",3588,0
arunachal-pradesh,2018,4,"lepa rada district",548,0
arunachal-pradesh,2018,4,"lower dibang valley district",1827,0
arunachal-pradesh,2018,4,"longding district",923,0
arunachal-pradesh,2018,4,"west siang district",2117,0
arunachal-pradesh,2018,4,"kamle district",109,0
arunachal-pradesh,2018,4,"upper siang district",868,0
arunachal-pradesh,2018,4,"kurung kumey district",321,0
arunachal-pradesh,2018,4,"siang district",483,0
arunachal-pradesh,2018,4,"kra daadi district",255,0
arunachal-pradesh,2018,4,"changlang district",4036,0
arunachal-pradesh,2018,4,"pakke kessang district",138,0
arunachal-pradesh,2018,4,"east siang district",4813,0
arunachal-pradesh,2018,4,"upper subansiri district",1576,0
arunachal-pradesh,2018,4,"tawang district",4085,0
arunachal-pradesh,2018,4,"namsai district",2495,0
arunachal-pradesh,2019,1,"lower subansiri district",1879,0
arunachal-pradesh,2019,1,"tirap district",2082,0
arunachal-pradesh,2019,1,"papum pare district",26298,0
arunachal-pradesh,2019,1,"anjaw district",934,0
arunachal-pradesh,2019,1,"lower siang district",1123,0
arunachal-pradesh,2019,1,"dibang valley district",211,0
arunachal-pradesh,2019,1,"west kameng district",8115,0
arunachal-pradesh,2019,1,"shi yomi district",186,0
arunachal-pradesh,2019,1,"east kameng district",876,0
arunachal-pradesh,2019,1,"lohit district",4416,0
arunachal-pradesh,2019,1,"lepa rada district",710,0
arunachal-pradesh,2019,1,"lower dibang valley district",2314,0
arunachal-pradesh,2019,1,"longding district",1152,0
arunachal-pradesh,2019,1,"west siang district",2656,0
arunachal-pradesh,2019,1,"kamle district",141,0
arunachal-pradesh,2019,1,"upper siang district",1125,0
arunachal-pradesh,2019,1,"kurung kumey district",385,0
arunachal-pradesh,2019,1,"siang district",651,0
arunachal-pradesh,2019,1,"kra daadi district",350,0
arunachal-pradesh,2019,1,"changlang district",5210,0
arunachal-pradesh,2019,1,"pakke kessang district",162,0
arunachal-pradesh,2019,1,"east siang district",5899,0
arunachal-pradesh,2019,1,"upper subansiri district",1906,0
arunachal-pradesh,2019,1,"tawang district",5023,0
arunachal-pradesh,2019,1,"namsai district",3153,0
arunachal-pradesh,2019,2,"lower subansiri district",2463,11644
arunachal-pradesh,2019,2,"tirap district",2697,12779
arunachal-pradesh,2019,2,"papum pare district",32800,163673
arunachal-pradesh,2019,2,"anjaw district",1175,4993
arunachal-pradesh,2019,2,"lower siang district",1457,7737
arunachal-pradesh,2019,2,"dibang valley district",241,258
arunachal-pradesh,2019,2,"west kameng district",9782,73944
arunachal-pradesh,2019,2,"shi yomi district",225,24
arunachal-pradesh,2019,2,"east kameng district",1075,4146
arunachal-pradesh,2019,2,"lohit district",5485,32550
arunachal-pradesh,2019,2,"lepa rada district",903,4196
arunachal-pradesh,2019,2,"lower dibang valley district",2842,12669
arunachal-pradesh,2019,2,"longding district",1420,13256
arunachal-pradesh,2019,2,"west siang district",3393,15972
arunachal-pradesh,2019,2,"kamle district",212,972
arunachal-pradesh,2019,2,"upper siang district",1372,2710
arunachal-pradesh,2019,2,"kurung kumey district",481,2171
arunachal-pradesh,2019,2,"siang district",831,3209
arunachal-pradesh,2019,2,"kra daadi district",440,2639
arunachal-pradesh,2019,2,"changlang district",6884,37725
arunachal-pradesh,2019,2,"pakke kessang district",211,1237
arunachal-pradesh,2019,2,"east siang district",7319,34596
arunachal-pradesh,2019,2,"upper subansiri district",2355,9043
arunachal-pradesh,2019,2,"tawang district",5908,32103
arunachal-pradesh,2019,2,"namsai district",3914,18627
arunachal-pradesh,2019,3,"lower subansiri district",2928,42877
arunachal-pradesh,2019,3,"tirap district",3099,49222
arunachal-pradesh,2019,3,"papum pare district",38845,582435
arunachal-pradesh,2019,3,"anjaw district",1358,19509
arunachal-pradesh,2019,3,"lower siang district",1689,25736
arunachal-pradesh,2019,3,"dibang valley district",271,1436
arunachal-pradesh,2019,3,"west kameng district",11186,260068
arunachal-pradesh,2019,3,"shi yomi district",239,158
arunachal-pradesh,2019,3,"east kameng district",1304,19974
arunachal-pradesh,2019,3,"lohit district",6421,112322
arunachal-pradesh,2019,3,"lepa rada district",1064,13695
arunachal-pradesh,2019,3,"lower dibang valley district",3398,43057
arunachal-pradesh,2019,3,"longding district",1634,46571
arunachal-pradesh,2019,3,"west siang district",4101,64241
arunachal-pradesh,2019,3,"kamle district",258,3686
arunachal-pradesh,2019,3,"upper siang district",1486,8960
arunachal-pradesh,2019,3,"kurung kumey district",572,8396
arunachal-pradesh,2019,3,"siang district",948,13437
arunachal-pradesh,2019,3,"kra daadi district",524,11363
arunachal-pradesh,2019,3,"changlang district",8145,139098
arunachal-pradesh,2019,3,"pakke kessang district",244,5099
arunachal-pradesh,2019,3,"east siang district",8571,118071
arunachal-pradesh,2019,3,"upper subansiri district",2748,35114
arunachal-pradesh,2019,3,"tawang district",6553,114907
arunachal-pradesh,2019,3,"namsai district",4563,72268
arunachal-pradesh,2019,4,"lower subansiri district",3564,53396
arunachal-pradesh,2019,4,"tirap district",3605,67097
arunachal-pradesh,2019,4,"papum pare district",44746,670934
arunachal-pradesh,2019,4,"anjaw district",1564,23729
arunachal-pradesh,2019,4,"lower siang district",1921,28156
arunachal-pradesh,2019,4,"dibang valley district",289,1738
arunachal-pradesh,2019,4,"west kameng district",12562,313584
arunachal-pradesh,2019,4,"shi yomi district",266,880
arunachal-pradesh,2019,4,"east kameng district",1623,27850
arunachal-pradesh,2019,4,"lohit district",7386,129353
arunachal-pradesh,2019,4,"lepa rada district",1263,20798
arunachal-pradesh,2019,4,"lower dibang valley district",3944,50034
arunachal-pradesh,2019,4,"longding district",1847,48945
arunachal-pradesh,2019,4,"west siang district",4773,70790
arunachal-pradesh,2019,4,"kamle district",323,5098
arunachal-pradesh,2019,4,"upper siang district",1804,26060
arunachal-pradesh,2019,4,"kurung kumey district",653,7904
arunachal-pradesh,2019,4,"siang district",1131,19220
arunachal-pradesh,2019,4,"kra daadi district",603,13700
arunachal-pradesh,2019,4,"changlang district",9662,152680
arunachal-pradesh,2019,4,"pakke kessang district",296,5981
arunachal-pradesh,2019,4,"east siang district",9859,132534
arunachal-pradesh,2019,4,"upper subansiri district",3144,42354
arunachal-pradesh,2019,4,"tawang district",7303,139898
arunachal-pradesh,2019,4,"namsai district",5190,87627
arunachal-pradesh,2020,1,"lower subansiri district",4351,72887
arunachal-pradesh,2020,1,"tirap district",4261,76554
arunachal-pradesh,2020,1,"papum pare district",51342,819599
arunachal-pradesh,2020,1,"anjaw district",1747,25453
arunachal-pradesh,2020,1,"lower siang district",2201,35216
arunachal-pradesh,2020,1,"dibang valley district",320,2195
arunachal-pradesh,2020,1,"west kameng district",13983,332479
arunachal-pradesh,2020,1,"shi yomi district",290,989
arunachal-pradesh,2020,1,"east kameng district",1962,37103
arunachal-pradesh,2020,1,"lohit district",8454,159158
arunachal-pradesh,2020,1,"lepa rada district",1532,28280
arunachal-pradesh,2020,1,"lower dibang valley district",4650,71091
arunachal-pradesh,2020,1,"longding district",2201,58817
arunachal-pradesh,2020,1,"west siang district",5757,97255
arunachal-pradesh,2020,1,"kamle district",373,7135
arunachal-pradesh,2020,1,"upper siang district",2143,37600
arunachal-pradesh,2020,1,"kurung kumey district",725,11471
arunachal-pradesh,2020,1,"siang district",1390,24530
arunachal-pradesh,2020,1,"kra daadi district",701,16770
arunachal-pradesh,2020,1,"changlang district",11262,201632
arunachal-pradesh,2020,1,"pakke kessang district",371,9758
arunachal-pradesh,2020,1,"east siang district",11298,167166
arunachal-pradesh,2020,1,"upper subansiri district",3675,56522
arunachal-pradesh,2020,1,"tawang district",8048,138728
arunachal-pradesh,2020,1,"namsai district",6029,109933
arunachal-pradesh,2020,2,"lower subansiri district",5392,108893
arunachal-pradesh,2020,2,"tirap district",5239,114770
arunachal-pradesh,2020,2,"papum pare district",59968,932769
arunachal-pradesh,2020,2,"anjaw district",1961,34903
arunachal-pradesh,2020,2,"lower siang district",2644,48738
arunachal-pradesh,2020,2,"dibang valley district",367,4076
arunachal-pradesh,2020,2,"west kameng district",15766,394250
arunachal-pradesh,2020,2,"shi yomi district",320,1597
arunachal-pradesh,2020,2,"east kameng district",2506,53112
arunachal-pradesh,2020,2,"lohit district",10154,219948
arunachal-pradesh,2020,2,"lepa rada district",1890,38098
arunachal-pradesh,2020,2,"lower dibang valley district",5782,110670
arunachal-pradesh,2020,2,"longding district",2751,86086
arunachal-pradesh,2020,2,"west siang district",7239,147515
arunachal-pradesh,2020,2,"kamle district",509,11566
arunachal-pradesh,2020,2,"upper siang district",2552,54123
arunachal-pradesh,2020,2,"kurung kumey district",834,16738
arunachal-pradesh,2020,2,"siang district",1831,40101
arunachal-pradesh,2020,2,"kra daadi district",870,25480
arunachal-pradesh,2020,2,"changlang district",14036,293705
arunachal-pradesh,2020,2,"pakke kessang district",438,13500
arunachal-pradesh,2020,2,"east siang district",13601,235755
arunachal-pradesh,2020,2,"upper subansiri district",4465,80310
arunachal-pradesh,2020,2,"tawang district",8993,170812
arunachal-pradesh,2020,2,"namsai district",7426,149491
arunachal-pradesh,2020,3,"lower subansiri district",6456,117359
arunachal-pradesh,2020,3,"tirap district",6119,125437
arunachal-pradesh,2020,3,"papum pare district",69419,1157730
arunachal-pradesh,2020,3,"anjaw district",2226,42320
arunachal-pradesh,2020,3,"lower siang district",2983,51520
arunachal-pradesh,2020,3,"dibang valley district",411,4634
arunachal-pradesh,2020,3,"west kameng district",17636,461190
arunachal-pradesh,2020,3,"shi yomi district",337,2788
arunachal-pradesh,2020,3,"east kameng district",3169,63062
arunachal-pradesh,2020,3,"lohit district",11755,264444
arunachal-pradesh,2020,3,"lepa rada district",2304,47233
arunachal-pradesh,2020,3,"lower dibang valley district",6799,117752
arunachal-pradesh,2020,3,"longding district",3277,91330
arunachal-pradesh,2020,3,"west siang district",8623,158496
arunachal-pradesh,2020,3,"kamle district",639,12196
arunachal-pradesh,2020,3,"upper siang district",3011,59246
arunachal-pradesh,2020,3,"kurung kumey district",1025,18583
arunachal-pradesh,2020,3,"siang district",2225,42723
arunachal-pradesh,2020,3,"kra daadi district",1026,29126
arunachal-pradesh,2020,3,"changlang district",16385,326045
arunachal-pradesh,2020,3,"pakke kessang district",508,11721
arunachal-pradesh,2020,3,"east siang district",15921,302165
arunachal-pradesh,2020,3,"upper subansiri district",5295,106598
arunachal-pradesh,2020,3,"tawang district",9944,224583
arunachal-pradesh,2020,3,"namsai district",8553,165140
arunachal-pradesh,2020,4,"lower subansiri district",7388,124398
arunachal-pradesh,2020,4,"tirap district",6805,134124
arunachal-pradesh,2020,4,"papum pare district",77936,1397025
arunachal-pradesh,2020,4,"anjaw district",2485,61121
arunachal-pradesh,2020,4,"lower siang district",3320,54476
arunachal-pradesh,2020,4,"dibang valley district",444,7677
arunachal-pradesh,2020,4,"west kameng district",19464,455337
arunachal-pradesh,2020,4,"shi yomi district",370,5847
arunachal-pradesh,2020,4,"east kameng district",3638,62876
arunachal-pradesh,2020,4,"lohit district",13126,285992
arunachal-pradesh,2020,4,"lepa rada district",2735,57036
arunachal-pradesh,2020,4,"lower dibang valley district",7693,132469
arunachal-pradesh,2020,4,"longding district",3753,87881
arunachal-pradesh,2020,4,"west siang district",9911,180696
arunachal-pradesh,2020,4,"kamle district",745,14866
arunachal-pradesh,2020,4,"upper siang district",3497,80140
arunachal-pradesh,2020,4,"kurung kumey district",1173,21168
arunachal-pradesh,2020,4,"siang district",2635,48090
arunachal-pradesh,2020,4,"kra daadi district",1141,27924
arunachal-pradesh,2020,4,"changlang district",18203,320708
arunachal-pradesh,2020,4,"pakke kessang district",593,11458
arunachal-pradesh,2020,4,"east siang district",17822,349321
arunachal-pradesh,2020,4,"upper subansiri district",6069,125505
arunachal-pradesh,2020,4,"tawang district",10909,249095
arunachal-pradesh,2020,4,"namsai district",9437,177437
arunachal-pradesh,2021,1,"lower subansiri district",8044,136547
arunachal-pradesh,2021,1,"tirap district",7376,136247
arunachal-pradesh,2021,1,"papum pare district",84715,1553363
arunachal-pradesh,2021,1,"anjaw district",2660,55283
arunachal-pradesh,2021,1,"lower siang district",3594,61226
arunachal-pradesh,2021,1,"dibang valley district",478,9538
arunachal-pradesh,2021,1,"west kameng district",21027,483047
arunachal-pradesh,2021,1,"shi yomi district",390,7228
arunachal-pradesh,2021,1,"east kameng district",3990,69455
arunachal-pradesh,2021,1,"lohit district",14231,295880
arunachal-pradesh,2021,1,"lepa rada district",3008,68424
arunachal-pradesh,2021,1,"lower dibang valley district",8402,145425
arunachal-pradesh,2021,1,"longding district",4117,92482
arunachal-pradesh,2021,1,"west siang district",10836,191242
arunachal-pradesh,2021,1,"kamle district",814,16142
arunachal-pradesh,2021,1,"upper siang district",3847,87503
arunachal-pradesh,2021,1,"kurung kumey district",1287,25911
arunachal-pradesh,2021,1,"siang district",2878,56271
arunachal-pradesh,2021,1,"kra daadi district",1244,30137
arunachal-pradesh,2021,1,"changlang district",19716,344148
arunachal-pradesh,2021,1,"pakke kessang district",647,14995
arunachal-pradesh,2021,1,"east siang district",19342,363085
arunachal-pradesh,2021,1,"upper subansiri district",6577,122422
arunachal-pradesh,2021,1,"tawang district",11778,230123
arunachal-pradesh,2021,1,"namsai district",10242,200584
arunachal-pradesh,2021,2,"lower subansiri district",8685,444426
arunachal-pradesh,2021,2,"tirap district",7955,547430
arunachal-pradesh,2021,2,"papum pare district",90871,1786163
arunachal-pradesh,2021,2,"anjaw district",2866,174807
arunachal-pradesh,2021,2,"lower siang district",3872,246789
arunachal-pradesh,2021,2,"dibang valley district",516,77457
arunachal-pradesh,2021,2,"west kameng district",22625,1490269
arunachal-pradesh,2021,2,"shi yomi district",430,99619
arunachal-pradesh,2021,2,"east kameng district",4314,221705
arunachal-pradesh,2021,2,"lohit district",15360,1008718
arunachal-pradesh,2021,2,"lepa rada district",3249,228236
arunachal-pradesh,2021,2,"lower dibang valley district",9094,434361
arunachal-pradesh,2021,2,"longding district",4456,495881
arunachal-pradesh,2021,2,"west siang district",11657,467127
arunachal-pradesh,2021,2,"kamle district",883,164726
arunachal-pradesh,2021,2,"upper siang district",4145,428792
arunachal-pradesh,2021,2,"kurung kumey district",1398,201782
arunachal-pradesh,2021,2,"siang district",3116,410979
arunachal-pradesh,2021,2,"kra daadi district",1353,150762
arunachal-pradesh,2021,2,"changlang district",21404,1212334
arunachal-pradesh,2021,2,"pakke kessang district",702,156638
arunachal-pradesh,2021,2,"east siang district",20817,855042
arunachal-pradesh,2021,2,"upper subansiri district",7057,293916
arunachal-pradesh,2021,2,"tawang district",12636,830993
arunachal-pradesh,2021,2,"namsai district",11111,596897
arunachal-pradesh,2021,3,"lower subansiri district",9451,558377
arunachal-pradesh,2021,3,"tirap district",8665,578706
arunachal-pradesh,2021,3,"papum pare district",97854,2308276
arunachal-pradesh,2021,3,"anjaw district",3099,267726
arunachal-pradesh,2021,3,"lower siang district",4229,347190
arunachal-pradesh,2021,3,"dibang valley district",571,113574
arunachal-pradesh,2021,3,"west kameng district",24489,2155265
arunachal-pradesh,2021,3,"shi yomi district",473,181457
arunachal-pradesh,2021,3,"east kameng district",4671,265900
arunachal-pradesh,2021,3,"lohit district",16680,1408514
arunachal-pradesh,2021,3,"lepa rada district",3527,264771
arunachal-pradesh,2021,3,"lower dibang valley district",9920,581463
arunachal-pradesh,2021,3,"longding district",4890,594284
arunachal-pradesh,2021,3,"west siang district",12616,544772
arunachal-pradesh,2021,3,"kamle district",974,203013
arunachal-pradesh,2021,3,"upper siang district",4506,556857
arunachal-pradesh,2021,3,"kurung kumey district",1509,292922
arunachal-pradesh,2021,3,"siang district",3396,433332
arunachal-pradesh,2021,3,"kra daadi district",1475,179974
arunachal-pradesh,2021,3,"changlang district",23328,1668215
arunachal-pradesh,2021,3,"pakke kessang district",770,213423
arunachal-pradesh,2021,3,"east siang district",22538,1086775
arunachal-pradesh,2021,3,"upper subansiri district",7652,375423
arunachal-pradesh,2021,3,"tawang district",13650,1355010
arunachal-pradesh,2021,3,"namsai district",12140,674435
arunachal-pradesh,2021,4,"lower subansiri district",10187,348485
arunachal-pradesh,2021,4,"tirap district",9331,311867
arunachal-pradesh,2021,4,"papum pare district",104806,3554385
arunachal-pradesh,2021,4,"anjaw district",3342,125753
arunachal-pradesh,2021,4,"lower siang district",4550,156209
arunachal-pradesh,2021,4,"dibang valley district",621,18166
arunachal-pradesh,2021,4,"west kameng district",26237,1160379
arunachal-pradesh,2021,4,"shi yomi district",498,15201
arunachal-pradesh,2021,4,"east kameng district",5027,153109
arunachal-pradesh,2021,4,"lohit district",17980,728676
arunachal-pradesh,2021,4,"lepa rada district",3810,168938
arunachal-pradesh,2021,4,"lower dibang valley district",10679,341060
arunachal-pradesh,2021,4,"longding district",5345,215529
arunachal-pradesh,2021,4,"west siang district",13555,389171
arunachal-pradesh,2021,4,"kamle district",1069,48042
arunachal-pradesh,2021,4,"upper siang district",4850,208167
arunachal-pradesh,2021,4,"kurung kumey district",1633,54213
arunachal-pradesh,2021,4,"siang district",3675,121770
arunachal-pradesh,2021,4,"kra daadi district",1593,63448
arunachal-pradesh,2021,4,"changlang district",25155,829350
arunachal-pradesh,2021,4,"pakke kessang district",835,35976
arunachal-pradesh,2021,4,"east siang district",24208,897713
arunachal-pradesh,2021,4,"upper subansiri district",8201,240330
arunachal-pradesh,2021,4,"tawang district",14665,506240
arunachal-pradesh,2021,4,"namsai district",13092,538118
arunachal-pradesh,2022,1,"lower subansiri district",10854,1566925
arunachal-pradesh,2022,1,"tirap district",9972,1634844
arunachal-pradesh,2022,1,"papum pare district",111271,3209286
arunachal-pradesh,2022,1,"anjaw district",3560,640611
arunachal-pradesh,2022,1,"lower siang district",4882,1085994
arunachal-pradesh,2022,1,"dibang valley district",656,267633
arunachal-pradesh,2022,1,"west kameng district",27860,4098935
arunachal-pradesh,2022,1,"shi yomi district",540,230973
arunachal-pradesh,2022,1,"east kameng district",5355,703590
arunachal-pradesh,2022,1,"lohit district",19214,3212352
arunachal-pradesh,2022,1,"lepa rada district",4049,1182371
arunachal-pradesh,2022,1,"lower dibang valley district",11401,1918566
arunachal-pradesh,2022,1,"longding district",5700,1728795
arunachal-pradesh,2022,1,"west siang district",14420,1420049
arunachal-pradesh,2022,1,"kamle district",1144,758412
arunachal-pradesh,2022,1,"upper siang district",5146,2047229
arunachal-pradesh,2022,1,"kurung kumey district",1744,845626
arunachal-pradesh,2022,1,"siang district",3942,1227784
arunachal-pradesh,2022,1,"kra daadi district",1701,720274
arunachal-pradesh,2022,1,"changlang district",26904,4323291
arunachal-pradesh,2022,1,"pakke kessang district",887,770322
arunachal-pradesh,2022,1,"east siang district",25763,3444101
arunachal-pradesh,2022,1,"upper subansiri district",8731,921019
arunachal-pradesh,2022,1,"tawang district",15589,1922991
arunachal-pradesh,2022,1,"namsai district",14054,1536586
arunachal-pradesh,2022,2,"lower subansiri district",11479,1637036
arunachal-pradesh,2022,2,"tirap district",10538,2173316
arunachal-pradesh,2022,2,"papum pare district",117568,3870115
arunachal-pradesh,2022,2,"anjaw district",3769,942878
arunachal-pradesh,2022,2,"lower siang district",5161,1296404
arunachal-pradesh,2022,2,"dibang valley district",701,212502
arunachal-pradesh,2022,2,"west kameng district",29424,5493311
arunachal-pradesh,2022,2,"shi yomi district",575,197796
arunachal-pradesh,2022,2,"east kameng district",5680,791335
arunachal-pradesh,2022,2,"lohit district",20325,3608724
arunachal-pradesh,2022,2,"lepa rada district",4265,1110684
arunachal-pradesh,2022,2,"lower dibang valley district",12040,2045531
arunachal-pradesh,2022,2,"longding district",6034,1821245
arunachal-pradesh,2022,2,"west siang district",15231,1555876
arunachal-pradesh,2022,2,"kamle district",1210,1066185
arunachal-pradesh,2022,2,"upper siang district",5440,2396815
arunachal-pradesh,2022,2,"kurung kumey district",1854,734369
arunachal-pradesh,2022,2,"siang district",4160,1500428
arunachal-pradesh,2022,2,"kra daadi district",1797,724575
arunachal-pradesh,2022,2,"changlang district",28495,5476741
arunachal-pradesh,2022,2,"pakke kessang district",945,590302
arunachal-pradesh,2022,2,"east siang district",27240,3704889
arunachal-pradesh,2022,2,"upper subansiri district",9235,1261876
arunachal-pradesh,2022,2,"tawang district",16475,3393271
arunachal-pradesh,2022,2,"namsai district",14887,2283314
arunachal-pradesh,2022,3,"lower subansiri district",12085,2475131
arunachal-pradesh,2022,3,"tirap district",11115,2414601
arunachal-pradesh,2022,3,"papum pare district",124095,4843797
arunachal-pradesh,2022,3,"anjaw district",3966,844043
arunachal-pradesh,2022,3,"lower siang district",5436,1508192
arunachal-pradesh,2022,3,"dibang valley district",740,285052
arunachal-pradesh,2022,3,"west kameng district",30964,7334928
arunachal-pradesh,2022,3,"shi yomi district",598,312490
arunachal-pradesh,2022,3,"east kameng district",5997,1054633
arunachal-pradesh,2022,3,"lohit district",21385,4282624
arunachal-pradesh,2022,3,"lepa rada district",4510,1208942
arunachal-pradesh,2022,3,"lower dibang valley district",12668,2160151
arunachal-pradesh,2022,3,"longding district",6321,2587741
arunachal-pradesh,2022,3,"west siang district",16063,1637984
arunachal-pradesh,2022,3,"kamle district",1262,1335449
arunachal-pradesh,2022,3,"upper siang district",5690,2257253
arunachal-pradesh,2022,3,"kurung kumey district",1936,861405
arunachal-pradesh,2022,3,"siang district",4369,1681957
arunachal-pradesh,2022,3,"kra daadi district",1893,1436202
arunachal-pradesh,2022,3,"changlang district",29965,5703178
arunachal-pradesh,2022,3,"pakke kessang district",980,1039686
arunachal-pradesh,2022,3,"east siang district",28698,3767855
arunachal-pradesh,2022,3,"upper subansiri district",9713,1535818
arunachal-pradesh,2022,3,"tawang district",17281,4728673
arunachal-pradesh,2022,3,"namsai district",15642,2424843
arunachal-pradesh,2022,4,"lower subansiri district",12630,833741
arunachal-pradesh,2022,4,"tirap district",11584,645541
arunachal-pradesh,2022,4,"papum pare district",130306,6605350
arunachal-pradesh,2022,4,"anjaw district",4105,197829
arunachal-pradesh,2022,4,"lower siang district",5633,318731
arunachal-pradesh,2022,4,"dibang valley district",752,15469
arunachal-pradesh,2022,4,"west kameng district",32237,2129051
arunachal-pradesh,2022,4,"shi yomi district",615,25308
arunachal-pradesh,2022,4,"east kameng district",6307,390756
arunachal-pradesh,2022,4,"lohit district",22359,1441490
arunachal-pradesh,2022,4,"lepa rada district",4730,345752
arunachal-pradesh,2022,4,"lower dibang valley district",13188,799856
arunachal-pradesh,2022,4,"longding district",6590,442997
arunachal-pradesh,2022,4,"west siang district",16816,964082
arunachal-pradesh,2022,4,"kamle district",1301,131540
arunachal-pradesh,2022,4,"upper siang district",5930,277877
arunachal-pradesh,2022,4,"kurung kumey district",2008,72926
arunachal-pradesh,2022,4,"siang district",4500,277881
arunachal-pradesh,2022,4,"kra daadi district",1960,131838
arunachal-pradesh,2022,4,"changlang district",31196,1611653
arunachal-pradesh,2022,4,"pakke kessang district",1013,72545
arunachal-pradesh,2022,4,"east siang district",30033,1542563
arunachal-pradesh,2022,4,"upper subansiri district",10189,456906
arunachal-pradesh,2022,4,"tawang district",18003,947132
arunachal-pradesh,2022,4,"namsai district",16322,1096224
arunachal-pradesh,2023,1,"lower subansiri district",13220,4665893
